,Review,Sentiment
2684,The two main characters may be two of the most believable children I ever saw put on screen.  ,1
2685,"They are so easy to love, but even more easy to identify with.  ",1
2686,This movie is great--especially if you enjoy visual arts.  ,1
2687,The scenery that the two daughters paint and photograph are beautiful.  ,1
2688,The story is also both funny and poignant at times.  ,1
2689,"People who like European films and ""art movies"" will like this movie.  ",1
2690,This is truly an art movie--it actually has a lot of art in it.  ,1
2691,Go rent it.  ,1
2692,"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ",1
2693,"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.  ",1
2694,Brilliance indeed.  ,1
2695,"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  ",1
2696,Think of the film being like a dream.  ,1
2697,Simply beautiful.  ,1
2698,Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.  ,1
2699,"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.  ",1
2700,It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  ,1
2701,"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.  ",0
2702,"It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.  ",0
2703,The movie seemed a little slow at first.  ,0
2704,But it picked up speed and got right to the point.  ,1
2705,"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".  ",1
2706,I enjoyed it.  ,1
2707,I have recommended it to friends.  ,1
2708,I was particularly pleased with the acting ability of Dwight Schultz.  ,1
2709,"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  ",1
2710,"Their on-screen chemistry, critical to the entire film, is genuine.  ",1
2711,"The film's dialogue is natural, real to life.  ",1
2712,"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.  ",1
2713,The incredible soundtrack truly captures the essence of the film.  ,1
2714,"Each track commands sentiment, actually contributing to the scenes and characters.  ",1
2715,Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  ,1
2716,"Hayao Miyazaki's latest and eighth film for Studio Ghibili, ""Gake No Ue No Ponyo"" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.  ",1
2717,"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  ",1
2718,Enough can not be said of the remarkable animation in this film.  ,1
2719,The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  ,1
2720,"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!  ",0
2721,"This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  ",0
2722,If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.  ,0
2723,"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  ",1
2724,"Just consider the excellent story, solid acting and look of the film as added bonuses.  ",1
2725,"Instead, we got a bore fest about a whiny, spoiled brat babysitting.  ",0
2726,"Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.  ",1
2727,It is a very well acted and done TV Movie.  ,1
2728,Judith Light is one of my favorite actresses and I think she does a superb job in this film!  ,1
2729,I keep watching it over and over.  ,1
2730,"It's a sad movie, but very good.  ",1
2731,"If you have not seen this movie, I definitely recommend it!  ",1
2732,"She is as lovely as usual, this cutie!  ",1
2733,Still it's quite interesting and entertaining to follow.  ,1
2734,;) Recommend with confidence!  ,1
2735,This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.  ,1
2736,It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).  ,1
2737,":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  ",1
2738,"The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  ",1
2739,Fans of the genre will be in heaven.  ,1
2740,Lange had become a great actress.  ,1
2741,It looked like a wonderful story.  ,1
2742,I never walked out of a movie faster.  ,0
2743,I just got bored watching Jessice Lange take her clothes off!  ,0
2744,"Unfortunately, any virtue in this film's production work was lost on a regrettable script.  ",0
2745,"In a word, it is embarrassing.  ",0
2746,Exceptionally bad!  ,0
2747,All in all its an insult to one's intelligence and a huge waste of money.  ,0
